	intercept	categorical
F0	0.2624459778829279	-0.610398811592436
F1	-1.0000924372672704	-0.9380346060822099
F2	0.3536670701277821	0.27588373481626344
F3	1.5243766345836725	-0.21431571535352853
F4	0.2830271292773109	0.8122355003279916
F5	0.10122293492147362	-1.121428946879305
F6	0.3318122678514283	-0.06816324737017991
F7	-0.5893777015307785	-0.2825221170751525
F8	-0.107869871299281	-0.9827271763977136
F9	-0.1498799925604342	0.5442420945806067
F10	0.527202568070416	0.04439095226049085
F11	-0.7189907231061294	2.1726091606848406
F12	0.35488862844869457	-0.35389657017455045
F13	1.3034709385466907	-0.28364294208716784
F14	-1.5230458980318666	-0.5808167330416235
F15	1.665795849353074	-0.033564470835087505
F16	-0.5698186702910678	-0.5116640560143249
F17	-0.5967314720101525	1.1124437585076719
F18	-0.8138371438152266	-0.5537748232175217
F19	-0.4282495670015897	-0.12298992366535917
F20	0.34656347788253256	-1.1917819742601305
F21	-0.074682414099147	2.1223101650778964
F22	-0.740591088494036	0.19061498917134417
F23	1.1292961550003255	1.5476832285529516
F24	0.0974428494267321	-0.09627280948780857
F25	-1.622539677370419	0.4066436136879969
F26	-1.0792053299333262	0.826409212563649
F27	-1.2359795988089772	-0.6322970108186234
F28	-0.9564086738546794	0.4489911493669203
F29	-0.4635486631315227	-0.5591570961955445
F30	-1.4591620620670378	1.6351821791373546
F31	-0.4930265676803926	0.7209301477464009
F32	0.9795552765185459	0.6778316139447423
F33	0.011894693621465604	0.29268812981657893
F34	-1.4100055694335942	-0.2779781357202817
F35	1.5116625583005914	1.3528982311075382
F36	-1.1044571640863516	-0.24044107773504772
F37	-0.45226249848681055	0.41424311140126985
F38	0.5764602767610228	-0.04453408319297291
F39	1.3368634039988498	0.6905111813777076
F40	-0.15588031526376472	2.620940411705765
F41	1.809472347321228	0.7127864590441508
F42	-0.1912725627200922	0.23248973341804835
F43	1.1236628687843002	-1.8902140815199724
F44	0.35168256355728983	1.8697803701604545
F45	0.3513736907873705	0.2810803236944018
F46	2.255552125140133	0.2747643766207089
F47	-0.259989161346129	2.4642976098817977
F48	1.2683596229360374	-1.1381498008121587
F49	-0.314455215342678	-0.733192924113295
F50	0.505286036370314	-1.1907255792154066
F51	0.32857261372062013	-0.10872383299887405
F52	0.04344403707033699	-1.320951827254341
F53	0.3654116215979929	-1.7837421374734699
F54	-0.08924535588457808	0.11406812052081494
F55	-0.032208648019582134	0.9877744079400544
F56	-1.188248661812273	-0.9984055019365033
F57	-0.4533199307017768	-0.9556312680215449
F58	0.494034144290536	1.3023539425999007
F59	-2.1113553829359084	-0.32375590062799103
F60	0.5304194904222841	0.22008870585684367
F61	-1.6926300781489338	0.3302384316549433
F62	-0.09629474679964876	-1.2319390066639517
F63	0.466345780000177	0.3514686006608017
F64	0.6179707132850297	0.837203550415608
F65	-0.7204102354278836	0.6364569279569507
F66	-1.1321876987114399	1.208069941756526
F67	-0.028774043948108684	-0.09331030508004885
F68	0.04996341321946925	-0.908032044494946
F69	-0.5539267868522773	-0.04191282674712302
F70	0.6457789935147402	3.1856343729930128
F71	-1.4809797836061012	0.6023177960435764
F72	0.22297497819115278	2.3670876294407015
F73	-0.060228528879747965	0.2985075130262138
F74	0.9054533662272597	0.386077775514028
F75	-0.20631154186942585	-1.1324552552104583
F76	1.1453098246498097	0.40428267288550773
F77	-1.5717187050501786	-1.4354834893198654
F78	-1.6749163326016947	1.307156484166691
F79	-0.04333762240303867	-0.48663121005039495
F80	0.32933276999410493	0.8438230672584042
F81	-0.6118280501114717	-0.11444909358277103
F82	-0.03497614912109769	-1.2984257377667143
F83	-0.08021285661168556	-1.4665312636772174
F84	-0.6206582200756738	0.5882436111018432
F85	-1.452978207864744	-0.7816599611530735
F86	0.6356839316847843	-0.24747601795822957
F87	-0.4704947420131698	-1.6279185735123827
F88	-0.29357109950913046	-0.7002901889437613
F89	0.7311868965586173	0.4701000168485426
F90	-1.112605299126369	-0.026599130192027837
F91	-0.5713934198708306	-0.7155360895280192
F92	0.7467079994031882	0.07115045369602319
F93	1.0304804486584234	1.0067629915025083
F94	0.525723132566347	0.5850419174693654
F95	-1.05742737164452	0.11351828764976478
F96	1.2210244499273546	-0.5629323195493726
F97	-0.05148884881160497	-0.7760873241715014
